ProductID,ProductName,Category,StoreID,Date,UnitsSold,UnitsInStock,UnitCost,UnitPrice,Season,Revenue,Cost,Profit,InventoryValue,InventoryTurnoverRate,StockoutFlag,ExcessInventoryValue
P1558,Puzzle,Dolls,Store_7,8/9/2023,325,199,42.13,60.41,Diwali,19633.25,13692.25,5941,8383.87,1.625,0,0
P1559,Remote Car,Games,Store_1,3/31/2023,270,536,28.41,80.27,Summer Break,21672.9,7670.7,14002.2,15227.76,0.502793296,0,15227.76
P1560,Puzzle,Dolls,Store_4,3/2/2024,53,465,21.81,73.76,Winter Sale,3909.28,1155.93,2753.35,10141.65,0.113733906,0,10141.65
P1561,Doll,Puzzles,Store_8,5/2/2022,490,88,10.51,25.49,Diwali,12490.1,5149.9,7340.2,924.88,5.505617978,0,0
P1562,Remote Car,Dolls,Store_10,12/10/2022,443,267,38.1,97.52,Off Season,43201.36,16878.3,26323.06,10172.7,1.652985075,0,0
P1563,Board Game,Puzzles,Store_9,12/22/2022,100,570,15.61,50.39,Diwali,5039,1561,3478,8897.7,0.175131349,0,8897.7
P1564,Card Game,Dolls,Store_6,4/18/2022,480,488,21.71,24.31,Summer Break,11668.8,10420.8,1248,10594.48,0.981595092,0,10594.48
P1565,Soft Toy,Action Toys,Store_7,6/2/2022,263,537,7.81,26.22,Diwali,6895.86,2054.03,4841.83,4193.97,0.488847584,0,4193.97
P1566,Remote Car,Dolls,Store_2,2/15/2024,52,46,41.06,18.84,Winter Sale,979.68,2135.12,-1155.44,1888.76,1.106382979,0,0
P1567,Board Game,Games,Store_8,5/23/2024,59,287,39.5,82.32,Summer Break,4856.88,2330.5,2526.38,11336.5,0.204861111,0,0
P1568,Card Game,Puzzles,Store_6,12/11/2022,491,15,38.01,20.98,Off Season,10301.18,18662.91,-8361.73,570.15,30.6875,1,0
P1569,Doll,Games,Store_3,1/28/2022,107,400,18.47,21.26,Diwali,2274.82,1976.29,298.53,7388,0.266832918,0,0
P1570,Board Game,Dolls,Store_9,8/14/2022,4,85,12.81,86.54,Diwali,346.16,51.24,294.92,1088.85,0.046511628,0,0
P1571,Lego Set,Puzzles,Store_10,1/8/2024,102,249,33.69,41.01,Summer Break,4183.02,3436.38,746.64,8388.81,0.408,0,0
P1572,Soft Toy,Action Toys,Store_9,11/26/2023,195,390,27.33,12.78,Off Season,2492.1,5329.35,-2837.25,10658.7,0.498721228,0,0
P1573,Soft Toy,Games,Store_5,10/12/2023,261,334,13.02,14.67,Off Season,3828.87,3398.22,430.65,4348.68,0.779104478,0,0
P1574,Remote Car,Games,Store_7,5/23/2024,364,518,35.87,22.8,Summer Break,8299.2,13056.68,-4757.48,18580.66,0.701348748,0,18580.66
P1575,Card Game,Games,Store_7,10/20/2023,479,136,49.6,29.21,Off Season,13991.59,23758.4,-9766.81,6745.6,3.496350365,0,0
P1576,Remote Car,Action Toys,Store_9,7/13/2024,371,497,38.62,69.86,Summer Break,25918.06,14328.02,11590.04,19194.14,0.74497992,0,19194.14
P1577,Soft Toy,Puzzles,Store_4,6/23/2024,349,476,38.3,24.16,Diwali,8431.84,13366.7,-4934.86,18230.8,0.731656184,0,18230.8
P1578,Card Game,Action Toys,Store_5,3/8/2022,46,593,47.76,20.7,Christmas,952.2,2196.96,-1244.76,28321.68,0.077441077,0,28321.68
P1579,Card Game,Dolls,Store_8,7/22/2023,354,222,14.13,78.82,Summer Break,27902.28,5002.02,22900.26,3136.86,1.587443946,0,0
P1580,Remote Car,Action Toys,Store_2,1/12/2024,310,371,30.45,70.39,Christmas,21820.9,9439.5,12381.4,11296.95,0.833333333,0,0
P1581,Doll,Games,Store_2,3/8/2024,423,401,49.08,49.18,Off Season,20803.14,20760.84,42.3,19681.08,1.052238806,0,19681.08
P1582,Board Game,Puzzles,Store_9,5/9/2023,307,442,12.44,59.44,Christmas,18248.08,3819.08,14429,5498.48,0.693002257,0,5498.48
P1583,Puzzle,Dolls,Store_8,6/8/2024,143,489,36.51,38.08,Winter Sale,5445.44,5220.93,224.51,17853.39,0.291836735,0,17853.39
P1584,Soft Toy,Games,Store_8,11/3/2023,268,272,31.36,53.43,Off Season,14319.24,8404.48,5914.76,8529.92,0.981684982,0,0
P1585,Lego Set,Action Toys,Store_4,8/29/2022,369,525,31.39,55.6,Diwali,20516.4,11582.91,8933.49,16479.75,0.701520913,0,16479.75
P1586,Lego Set,Games,Store_2,3/12/2022,123,158,36.4,44.85,Summer Break,5516.55,4477.2,1039.35,5751.2,0.773584906,0,0
P1587,Card Game,Action Toys,Store_4,8/13/2023,105,151,46.83,91.59,Winter Sale,9616.95,4917.15,4699.8,7071.33,0.690789474,0,0
P1588,Remote Car,Dolls,Store_10,9/8/2022,157,187,40.22,11.45,Christmas,1797.65,6314.54,-4516.89,7521.14,0.835106383,0,0
P1589,Remote Car,Action Toys,Store_4,4/8/2024,146,97,7.53,80.4,Christmas,11738.4,1099.38,10639.02,730.41,1.489795918,0,0
P1590,Board Game,Dolls,Store_2,10/3/2023,144,130,43.37,21.19,Off Season,3051.36,6245.28,-3193.92,5638.1,1.099236641,0,0
P1591,Lego Set,Games,Store_6,7/21/2022,119,170,15.15,81.78,Christmas,9731.82,1802.85,7928.97,2575.5,0.695906433,0,0
P1592,Lego Set,Games,Store_8,9/23/2022,318,182,21.96,65.43,Winter Sale,20806.74,6983.28,13823.46,3996.72,1.737704918,0,0
P1593,Puzzle,Games,Store_10,9/25/2022,274,363,25.78,85.9,Off Season,23536.6,7063.72,16472.88,9358.14,0.752747253,0,0
P1594,Lego Set,Puzzles,Store_10,2/10/2024,91,38,26.64,18.78,Diwali,1708.98,2424.24,-715.26,1012.32,2.333333333,0,0
P1595,Board Game,Action Toys,Store_7,10/23/2022,57,526,24.58,60.31,Christmas,3437.67,1401.06,2036.61,12929.08,0.108159393,0,12929.08
P1596,Lego Set,Action Toys,Store_7,1/3/2022,438,496,47.18,55.1,Summer Break,24133.8,20664.84,3468.96,23401.28,0.881287726,0,23401.28
P1597,Board Game,Action Toys,Store_9,9/30/2023,345,515,36.77,73.56,Diwali,25378.2,12685.65,12692.55,18936.55,0.668604651,0,18936.55
P1598,Board Game,Puzzles,Store_3,1/5/2022,228,348,33.4,58.09,Winter Sale,13244.52,7615.2,5629.32,11623.2,0.653295129,0,0
P1599,Puzzle,Dolls,Store_7,1/10/2024,473,396,7.24,58.67,Off Season,27750.91,3424.52,24326.39,2867.04,1.191435768,0,0
P1600,Action Figure,Action Toys,Store_9,7/18/2023,116,160,45.68,48.66,Winter Sale,5644.56,5298.88,345.68,7308.8,0.720496894,0,0
P1601,Board Game,Puzzles,Store_3,3/30/2023,317,15,45.92,37.8,Off Season,11982.6,14556.64,-2574.04,688.8,19.8125,1,0
P1602,Remote Car,Games,Store_9,8/15/2022,278,492,40.11,53.4,Diwali,14845.2,11150.58,3694.62,19734.12,0.563894523,0,19734.12
P1603,Action Figure,Puzzles,Store_2,9/22/2024,126,425,5.32,20.66,Diwali,2603.16,670.32,1932.84,2261,0.295774648,0,2261
P1604,Board Game,Action Toys,Store_10,3/19/2022,392,107,7.58,96.54,Christmas,37843.68,2971.36,34872.32,811.06,3.62962963,0,0
P1605,Lego Set,Action Toys,Store_9,3/23/2024,395,449,15.14,74.3,Off Season,29348.5,5980.3,23368.2,6797.86,0.877777778,0,6797.86
P1606,Board Game,Puzzles,Store_9,9/28/2022,128,310,10.91,95.72,Winter Sale,12252.16,1396.48,10855.68,3382.1,0.411575563,0,0
P1607,Lego Set,Games,Store_6,12/25/2023,57,169,22.95,30.41,Christmas,1733.37,1308.15,425.22,3878.55,0.335294118,0,0
P1608,Remote Car,Games,Store_10,1/22/2024,121,545,46.52,89.14,Off Season,10785.94,5628.92,5157.02,25353.4,0.221611722,0,25353.4
P1609,Board Game,Dolls,Store_3,3/2/2022,0,413,26.24,82.79,Winter Sale,0,0,0,10837.12,0,0,10837.12
P1610,Card Game,Puzzles,Store_4,9/27/2024,238,250,5.6,70.94,Christmas,16883.72,1332.8,15550.92,1400,0.948207171,0,0
P1611,Lego Set,Dolls,Store_3,8/14/2024,289,140,17.72,66.25,Summer Break,19146.25,5121.08,14025.17,2480.8,2.04964539,0,0
P1612,Board Game,Games,Store_6,3/14/2024,95,273,7.01,38.49,Christmas,3656.55,665.95,2990.6,1913.73,0.346715328,0,0
P1613,Card Game,Dolls,Store_7,6/24/2023,125,415,6.63,83.48,Diwali,10435,828.75,9606.25,2751.45,0.300480769,0,2751.45
P1614,Soft Toy,Puzzles,Store_6,10/30/2023,117,38,17.41,55.14,Winter Sale,6451.38,2036.97,4414.41,661.58,3,0,0
P1615,Doll,Puzzles,Store_3,4/23/2023,47,28,17.4,16.38,Christmas,769.86,817.8,-47.94,487.2,1.620689655,0,0
P1616,Action Figure,Dolls,Store_6,12/5/2023,88,476,40.42,38.16,Summer Break,3358.08,3556.96,-198.88,19239.92,0.184486373,0,19239.92
P1617,Action Figure,Games,Store_1,6/11/2023,487,317,48.87,94.18,Summer Break,45865.66,23799.69,22065.97,15491.79,1.531446541,0,0
P1618,Card Game,Games,Store_8,12/30/2023,236,244,21.7,86.56,Diwali,20428.16,5121.2,15306.96,5294.8,0.963265306,0,0
P1619,Doll,Games,Store_10,5/12/2023,372,271,24.3,98.37,Summer Break,36593.64,9039.6,27554.04,6585.3,1.367647059,0,0
P1620,Puzzle,Action Toys,Store_2,8/30/2024,384,439,43.02,66.52,Christmas,25543.68,16519.68,9024,18885.78,0.872727273,0,18885.78
P1621,Board Game,Dolls,Store_10,2/21/2024,271,238,17.07,32.28,Winter Sale,8747.88,4625.97,4121.91,4062.66,1.133891213,0,0
P1622,Doll,Dolls,Store_4,7/8/2022,188,376,12.04,24.65,Summer Break,4634.2,2263.52,2370.68,4527.04,0.49867374,0,0
P1623,Remote Car,Puzzles,Store_10,2/3/2022,486,265,43.39,26.82,Christmas,13034.52,21087.54,-8053.02,11498.35,1.827067669,0,0
P1624,Remote Car,Puzzles,Store_10,10/26/2023,191,358,7.09,11.78,Off Season,2249.98,1354.19,895.79,2538.22,0.532033426,0,0
P1625,Remote Car,Puzzles,Store_6,3/17/2022,446,339,32.89,45.16,Winter Sale,20141.36,14668.94,5472.42,11149.71,1.311764706,0,0
P1626,Remote Car,Games,Store_4,9/25/2023,68,388,30.29,27.23,Off Season,1851.64,2059.72,-208.08,11752.52,0.174807198,0,0
P1627,Action Figure,Puzzles,Store_10,5/18/2022,277,576,20.57,47.05,Winter Sale,13032.85,5697.89,7334.96,11848.32,0.480069324,0,11848.32
P1628,Lego Set,Dolls,Store_1,2/12/2022,348,2,19.18,94.15,Diwali,32764.2,6674.64,26089.56,38.36,116,1,0
P1629,Soft Toy,Action Toys,Store_8,2/10/2024,246,428,39.73,48.75,Winter Sale,11992.5,9773.58,2218.92,17004.44,0.573426573,0,17004.44
P1630,Remote Car,Games,Store_8,7/28/2023,450,141,8.89,89.02,Diwali,40059,4000.5,36058.5,1253.49,3.169014085,0,0
P1631,Remote Car,Dolls,Store_7,5/24/2023,75,375,15.66,64.5,Christmas,4837.5,1174.5,3663,5872.5,0.199468085,0,0
P1632,Board Game,Puzzles,Store_8,1/14/2024,153,323,37.96,32.24,Off Season,4932.72,5807.88,-875.16,12261.08,0.472222222,0,0
P1633,Soft Toy,Games,Store_4,5/16/2022,143,145,29.67,42.03,Christmas,6010.29,4242.81,1767.48,4302.15,0.979452055,0,0
P1634,Remote Car,Games,Store_1,1/26/2024,434,292,10.76,17.55,Winter Sale,7616.7,4669.84,2946.86,3141.92,1.481228669,0,0
P1635,Soft Toy,Puzzles,Store_7,8/15/2024,484,431,44.7,40.01,Off Season,19364.84,21634.8,-2269.96,19265.7,1.12037037,0,19265.7
P1636,Board Game,Dolls,Store_3,9/8/2022,85,584,22.71,70.98,Diwali,6033.3,1930.35,4102.95,13262.64,0.145299145,0,13262.64
P1637,Soft Toy,Puzzles,Store_2,11/23/2022,184,398,42.25,16.49,Diwali,3034.16,7774,-4739.84,16815.5,0.461152882,0,0
P1638,Card Game,Puzzles,Store_8,4/13/2022,284,343,40.45,28.49,Off Season,8091.16,11487.8,-3396.64,13874.35,0.825581395,0,0
P1639,Doll,Games,Store_8,9/14/2023,461,139,33.1,44.33,Summer Break,20436.13,15259.1,5177.03,4600.9,3.292857143,0,0
P1640,Soft Toy,Action Toys,Store_9,4/10/2024,219,186,27.25,98.38,Off Season,21545.22,5967.75,15577.47,5068.5,1.171122995,0,0
P1641,Doll,Dolls,Store_7,8/10/2023,68,60,49.08,80.64,Summer Break,5483.52,3337.44,2146.08,2944.8,1.114754098,0,0
P1642,Puzzle,Puzzles,Store_3,3/20/2023,46,379,11.52,76.01,Christmas,3496.46,529.92,2966.54,4366.08,0.121052632,0,0
P1643,Lego Set,Puzzles,Store_4,3/5/2024,496,439,37.63,20.46,Diwali,10148.16,18664.48,-8516.32,16519.57,1.127272727,0,16519.57
P1644,Lego Set,Dolls,Store_10,8/22/2022,93,318,13.6,80.29,Winter Sale,7466.97,1264.8,6202.17,4324.8,0.29153605,0,0
P1645,Board Game,Games,Store_7,12/10/2022,237,301,20.22,80.67,Christmas,19118.79,4792.14,14326.65,6086.22,0.784768212,0,0
P1646,Board Game,Games,Store_9,10/25/2023,445,343,18.89,64.1,Christmas,28524.5,8406.05,20118.45,6479.27,1.293604651,0,0
P1647,Soft Toy,Action Toys,Store_10,9/13/2023,499,10,47.62,99.13,Summer Break,49465.87,23762.38,25703.49,476.2,45.36363636,1,0
P1648,Remote Car,Action Toys,Store_10,3/5/2024,452,61,48.53,39.27,Diwali,17750.04,21935.56,-4185.52,2960.33,7.290322581,0,0
P1649,Soft Toy,Puzzles,Store_5,9/18/2022,203,225,13.24,94.71,Christmas,19226.13,2687.72,16538.41,2979,0.898230088,0,0
P1650,Remote Car,Action Toys,Store_8,2/28/2022,399,152,5.99,92.33,Christmas,36839.67,2390.01,34449.66,910.48,2.607843137,0,0
P1651,Card Game,Action Toys,Store_10,2/24/2024,217,563,37.4,11.03,Winter Sale,2393.51,8115.8,-5722.29,21056.2,0.384751773,0,21056.2
P1652,Puzzle,Games,Store_9,9/12/2023,473,570,23.81,50.51,Off Season,23891.23,11262.13,12629.1,13571.7,0.828371278,0,13571.7
P1653,Card Game,Action Toys,Store_6,1/14/2022,431,583,9,97.94,Winter Sale,42212.14,3879,38333.14,5247,0.738013699,0,5247
P1654,Puzzle,Games,Store_4,8/19/2024,340,574,35.77,19.28,Diwali,6555.2,12161.8,-5606.6,20531.98,0.591304348,0,20531.98
P1655,Puzzle,Puzzles,Store_4,11/22/2023,38,309,29.53,59.3,Summer Break,2253.4,1122.14,1131.26,9124.77,0.122580645,0,0
P1656,Soft Toy,Puzzles,Store_3,8/10/2022,99,242,49.12,98.11,Summer Break,9712.89,4862.88,4850.01,11887.04,0.407407407,0,0
P1657,Card Game,Puzzles,Store_5,4/25/2022,288,492,15.23,59.99,Diwali,17277.12,4386.24,12890.88,7493.16,0.584178499,0,7493.16
P1658,Board Game,Action Toys,Store_8,2/5/2024,253,365,23.18,27.08,Diwali,6851.24,5864.54,986.7,8460.7,0.691256831,0,0
P1659,Puzzle,Dolls,Store_1,8/9/2022,221,329,29.41,62.4,Diwali,13790.4,6499.61,7290.79,9675.89,0.66969697,0,0
P1660,Board Game,Dolls,Store_10,6/6/2022,356,106,40.63,28.4,Summer Break,10110.4,14464.28,-4353.88,4306.78,3.327102804,0,0
P1661,Doll,Dolls,Store_6,6/29/2022,22,225,29.7,56.77,Off Season,1248.94,653.4,595.54,6682.5,0.097345133,0,0
P1662,Lego Set,Games,Store_1,3/30/2023,249,217,32.58,16.66,Summer Break,4148.34,8112.42,-3964.08,7069.86,1.142201835,0,0
P1663,Remote Car,Action Toys,Store_5,1/15/2023,9,505,15.18,64.49,Diwali,580.41,136.62,443.79,7665.9,0.017786561,0,7665.9
P1664,Soft Toy,Puzzles,Store_4,3/27/2023,245,258,43.11,56.51,Diwali,13844.95,10561.95,3283,11122.38,0.945945946,0,0
P1665,Card Game,Action Toys,Store_10,11/18/2023,324,516,24.29,76.61,Christmas,24821.64,7869.96,16951.68,12533.64,0.626692456,0,12533.64
P1666,Soft Toy,Action Toys,Store_2,3/5/2024,99,53,11.34,66.76,Summer Break,6609.24,1122.66,5486.58,601.02,1.833333333,0,0
P1667,Puzzle,Dolls,Store_10,7/24/2024,289,46,34.89,59.46,Diwali,17183.94,10083.21,7100.73,1604.94,6.14893617,0,0
P1668,Soft Toy,Dolls,Store_2,9/15/2023,179,520,14.72,72.08,Summer Break,12902.32,2634.88,10267.44,7654.4,0.343570058,0,7654.4
P1669,Lego Set,Games,Store_8,7/6/2023,222,98,9.39,22.95,Off Season,5094.9,2084.58,3010.32,920.22,2.242424242,0,0
P1670,Lego Set,Dolls,Store_9,8/14/2023,393,19,43.79,63.58,Diwali,24986.94,17209.47,7777.47,832.01,19.65,1,0
P1671,Lego Set,Games,Store_6,6/17/2022,249,572,25.71,25.49,Summer Break,6347.01,6401.79,-54.78,14706.12,0.434554974,0,14706.12
P1672,Remote Car,Puzzles,Store_4,7/15/2022,146,489,38.72,93.3,Diwali,13621.8,5653.12,7968.68,18934.08,0.297959184,0,18934.08
P1673,Puzzle,Action Toys,Store_8,10/9/2022,441,418,18.08,16.15,Winter Sale,7122.15,7973.28,-851.13,7557.44,1.052505967,0,7557.44
P1674,Doll,Games,Store_2,2/17/2024,95,61,40.41,48.73,Winter Sale,4629.35,3838.95,790.4,2465.01,1.532258065,0,0
P1675,Doll,Dolls,Store_6,5/20/2023,256,144,10.04,72.62,Christmas,18590.72,2570.24,16020.48,1445.76,1.765517241,0,0
P1676,Soft Toy,Action Toys,Store_9,6/11/2023,324,215,21.02,51.22,Winter Sale,16595.28,6810.48,9784.8,4519.3,1.5,0,0
P1677,Card Game,Games,Store_3,2/22/2023,492,2,49.01,18.29,Diwali,8998.68,24112.92,-15114.24,98.02,164,1,0
P1678,Soft Toy,Games,Store_1,1/7/2022,3,159,40.73,59.8,Off Season,179.4,122.19,57.21,6476.07,0.01875,0,0
P1679,Action Figure,Dolls,Store_8,9/26/2022,15,119,27.38,67.75,Diwali,1016.25,410.7,605.55,3258.22,0.125,0,0
P1680,Card Game,Games,Store_10,6/23/2023,279,88,20.29,73.34,Christmas,20461.86,5660.91,14800.95,1785.52,3.134831461,0,0
P1681,Board Game,Games,Store_3,4/27/2022,335,328,44.25,43.59,Christmas,14602.65,14823.75,-221.1,14514,1.018237082,0,0
P1682,Board Game,Action Toys,Store_10,9/11/2023,246,579,29.52,60.73,Christmas,14939.58,7261.92,7677.66,17092.08,0.424137931,0,17092.08
P1683,Card Game,Games,Store_10,1/7/2024,257,356,39.13,50.56,Winter Sale,12993.92,10056.41,2937.51,13930.28,0.719887955,0,0
P1684,Doll,Puzzles,Store_4,4/19/2022,496,266,38.93,70.49,Winter Sale,34963.04,19309.28,15653.76,10355.38,1.857677903,0,0
P1685,Lego Set,Puzzles,Store_10,1/22/2024,475,322,5.81,62.52,Summer Break,29697,2759.75,26937.25,1870.82,1.470588235,0,0
P1686,Remote Car,Action Toys,Store_1,9/7/2024,383,540,10.68,57.32,Diwali,21953.56,4090.44,17863.12,5767.2,0.707948244,0,5767.2
P1687,Remote Car,Dolls,Store_7,6/4/2024,159,194,34.68,32.46,Winter Sale,5161.14,5514.12,-352.98,6727.92,0.815384615,0,0
P1688,Doll,Action Toys,Store_6,8/5/2024,474,331,12.27,10.18,Christmas,4825.32,5815.98,-990.66,4061.37,1.427710843,0,0
P1689,Lego Set,Puzzles,Store_6,1/1/2023,339,169,16.5,25.67,Christmas,8702.13,5593.5,3108.63,2788.5,1.994117647,0,0
P1690,Lego Set,Games,Store_6,12/21/2023,151,520,47.6,20.54,Winter Sale,3101.54,7187.6,-4086.06,24752,0.289827255,0,24752
P1691,Doll,Action Toys,Store_8,4/23/2024,395,462,30.21,50.42,Diwali,19915.9,11932.95,7982.95,13957.02,0.853131749,0,13957.02
P1692,Doll,Dolls,Store_4,3/14/2023,177,39,38.78,65.1,Summer Break,11522.7,6864.06,4658.64,1512.42,4.425,0,0
P1693,Remote Car,Action Toys,Store_3,1/25/2022,162,536,30.11,29.18,Summer Break,4727.16,4877.82,-150.66,16138.96,0.301675978,0,16138.96
P1694,Lego Set,Dolls,Store_2,8/3/2024,379,260,29.86,94.52,Off Season,35823.08,11316.94,24506.14,7763.6,1.45210728,0,0
P1695,Puzzle,Dolls,Store_6,6/3/2023,32,394,9.24,10.6,Winter Sale,339.2,295.68,43.52,3640.56,0.081012658,0,0
P1696,Soft Toy,Dolls,Store_8,7/21/2022,416,225,20.46,79.51,Christmas,33076.16,8511.36,24564.8,4603.5,1.840707965,0,0
P1697,Action Figure,Puzzles,Store_2,11/28/2023,444,123,17.71,66.27,Off Season,29423.88,7863.24,21560.64,2178.33,3.580645161,0,0
P1698,Soft Toy,Dolls,Store_7,7/11/2022,178,37,22.58,43.62,Winter Sale,7764.36,4019.24,3745.12,835.46,4.684210526,0,0
P1699,Board Game,Dolls,Store_4,12/25/2022,426,327,40.93,14.54,Christmas,6194.04,17436.18,-11242.14,13384.11,1.298780488,0,0
P1700,Board Game,Puzzles,Store_10,10/3/2023,100,250,21.74,66.47,Winter Sale,6647,2174,4473,5435,0.398406375,0,0
P1701,Board Game,Action Toys,Store_8,9/19/2022,267,175,25.33,44.71,Off Season,11937.57,6763.11,5174.46,4432.75,1.517045455,0,0
P1702,Action Figure,Games,Store_5,8/3/2022,322,453,22.88,94.26,Summer Break,30351.72,7367.36,22984.36,10364.64,0.709251101,0,10364.64
P1703,Lego Set,Dolls,Store_7,5/15/2023,64,36,9.2,58.78,Winter Sale,3761.92,588.8,3173.12,331.2,1.72972973,0,0
P1704,Remote Car,Dolls,Store_8,7/15/2024,416,315,24.85,94.57,Christmas,39341.12,10337.6,29003.52,7827.75,1.316455696,0,0
P1705,Doll,Games,Store_5,12/3/2023,167,592,13.8,29.84,Off Season,4983.28,2304.6,2678.68,8169.6,0.281618887,0,8169.6
P1706,Soft Toy,Action Toys,Store_9,5/19/2024,329,113,13.4,75.32,Diwali,24780.28,4408.6,20371.68,1514.2,2.885964912,0,0
P1707,Puzzle,Action Toys,Store_4,9/18/2024,42,39,9.23,65.55,Winter Sale,2753.1,387.66,2365.44,359.97,1.05,0,0
P1708,Action Figure,Dolls,Store_1,1/26/2024,43,300,21.05,76.55,Winter Sale,3291.65,905.15,2386.5,6315,0.142857143,0,0
P1709,Action Figure,Puzzles,Store_10,9/19/2024,284,223,39.09,29.32,Off Season,8326.88,11101.56,-2774.68,8717.07,1.267857143,0,0
P1710,Puzzle,Games,Store_9,8/3/2023,396,317,17.44,69.85,Diwali,27660.6,6906.24,20754.36,5528.48,1.245283019,0,0
P1711,Action Figure,Games,Store_7,12/12/2022,11,348,19.06,54.82,Diwali,603.02,209.66,393.36,6632.88,0.031518625,0,0
P1712,Lego Set,Action Toys,Store_9,6/20/2023,94,114,33.92,76.85,Christmas,7223.9,3188.48,4035.42,3866.88,0.817391304,0,0
P1713,Remote Car,Games,Store_1,4/24/2024,301,322,13.81,39.43,Off Season,11868.43,4156.81,7711.62,4446.82,0.931888545,0,0
P1714,Soft Toy,Dolls,Store_7,6/15/2022,385,567,45.36,90.11,Summer Break,34692.35,17463.6,17228.75,25719.12,0.677816901,0,25719.12
P1715,Lego Set,Puzzles,Store_8,10/1/2023,252,39,28.41,17.59,Diwali,4432.68,7159.32,-2726.64,1107.99,6.3,0,0
P1716,Card Game,Dolls,Store_4,3/31/2022,498,39,25.14,82.65,Diwali,41159.7,12519.72,28639.98,980.46,12.45,0,0
P1717,Board Game,Games,Store_6,7/2/2022,241,288,30.1,87.52,Winter Sale,21092.32,7254.1,13838.22,8668.8,0.833910035,0,0
P1718,Card Game,Puzzles,Store_2,12/8/2023,34,261,12.47,83.55,Winter Sale,2840.7,423.98,2416.72,3254.67,0.129770992,0,0
P1719,Action Figure,Action Toys,Store_6,5/24/2022,214,215,32.61,56.15,Winter Sale,12016.1,6978.54,5037.56,7011.15,0.990740741,0,0
P1720,Soft Toy,Games,Store_8,5/3/2023,336,146,21.34,49.45,Winter Sale,16615.2,7170.24,9444.96,3115.64,2.285714286,0,0
P1721,Soft Toy,Dolls,Store_5,5/8/2022,89,335,45.37,99.66,Off Season,8869.74,4037.93,4831.81,15198.95,0.264880952,0,0
P1722,Soft Toy,Puzzles,Store_3,3/18/2024,263,167,12.6,30.63,Off Season,8055.69,3313.8,4741.89,2104.2,1.56547619,0,0
P1723,Soft Toy,Action Toys,Store_1,3/31/2024,92,91,27.82,59.22,Diwali,5448.24,2559.44,2888.8,2531.62,1,0,0
P1724,Soft Toy,Puzzles,Store_2,5/22/2023,409,352,31.92,70.36,Diwali,28777.24,13055.28,15721.96,11235.84,1.158640227,0,0
P1725,Soft Toy,Action Toys,Store_4,3/14/2023,457,570,6.5,73.08,Summer Break,33397.56,2970.5,30427.06,3705,0.800350263,0,3705
P1726,Doll,Dolls,Store_5,3/11/2024,89,570,21.37,28.36,Off Season,2524.04,1901.93,622.11,12180.9,0.1558669,0,12180.9
P1727,Action Figure,Games,Store_2,5/29/2022,417,362,37.97,68.86,Winter Sale,28714.62,15833.49,12881.13,13745.14,1.148760331,0,0
P1728,Card Game,Games,Store_3,10/25/2023,114,556,41.92,83.65,Diwali,9536.1,4778.88,4757.22,23307.52,0.204667864,0,23307.52
P1729,Doll,Puzzles,Store_5,9/2/2023,104,344,19.09,14.5,Summer Break,1508,1985.36,-477.36,6566.96,0.301449275,0,0
P1730,Lego Set,Games,Store_2,3/29/2024,390,169,40.94,92.04,Off Season,35895.6,15966.6,19929,6918.86,2.294117647,0,0
P1731,Card Game,Games,Store_8,2/27/2022,195,355,48.55,12.66,Winter Sale,2468.7,9467.25,-6998.55,17235.25,0.547752809,0,0
P1732,Card Game,Action Toys,Store_1,9/16/2022,313,190,43.56,42.04,Winter Sale,13158.52,13634.28,-475.76,8276.4,1.638743455,0,0
P1733,Soft Toy,Games,Store_9,6/2/2022,113,421,10.29,11.42,Christmas,1290.46,1162.77,127.69,4332.09,0.267772512,0,4332.09
P1734,Soft Toy,Dolls,Store_8,3/27/2022,492,6,38.29,16.94,Off Season,8334.48,18838.68,-10504.2,229.74,70.28571429,1,0
P1735,Action Figure,Dolls,Store_9,4/19/2023,74,132,19.39,92.01,Summer Break,6808.74,1434.86,5373.88,2559.48,0.556390977,0,0
P1736,Doll,Action Toys,Store_4,4/22/2022,412,556,49.48,41.94,Christmas,17279.28,20385.76,-3106.48,27510.88,0.73967684,0,27510.88
P1737,Doll,Puzzles,Store_2,6/4/2022,375,30,26.84,48.23,Off Season,18086.25,10065,8021.25,805.2,12.09677419,0,0
P1738,Soft Toy,Games,Store_2,8/29/2022,419,534,10.51,29.38,Christmas,12310.22,4403.69,7906.53,5612.34,0.78317757,0,5612.34
P1739,Soft Toy,Puzzles,Store_4,10/16/2023,216,425,37.63,63.74,Diwali,13767.84,8128.08,5639.76,15992.75,0.507042254,0,15992.75
P1740,Action Figure,Games,Store_6,1/23/2024,276,393,19.54,63.53,Diwali,17534.28,5393.04,12141.24,7679.22,0.700507614,0,0
P1741,Soft Toy,Games,Store_8,7/20/2022,248,362,49.87,43.5,Christmas,10788,12367.76,-1579.76,18052.94,0.683195592,0,0
P1742,Soft Toy,Action Toys,Store_9,11/29/2022,163,436,49.09,39.97,Off Season,6515.11,8001.67,-1486.56,21403.24,0.372997712,0,21403.24
P1743,Lego Set,Dolls,Store_9,2/18/2024,393,550,34.53,89.65,Diwali,35232.45,13570.29,21662.16,18991.5,0.713248639,0,18991.5
P1744,Puzzle,Games,Store_7,7/27/2022,356,81,10.84,44.5,Christmas,15842,3859.04,11982.96,878.04,4.341463415,0,0
